WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,Estimates Start After
213,ARG,GGXONLB_NGDP,Argentina,General government primary net lending/borrowing,Primary net lending/borrowing is net lending (+)/borrowing (-) plus net interest payable/paid (interest expense minus interest revenue).,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.257,0.147,-0.408,-0.966,0.252,0.521,-0.659,0.211,-1.252,0.235,3.226,5.219,5.152,3.286,2.55,1.865,-0.488,-0.538,-1.587,-1.696,-2.64,-3.5,-4.418,-4.762,-4.228,-2.238,-0.402,-6.179,-2.523,-1.838,-1.396,-0.441,0.579,1.361,1.966,2.044,2021
213,ARG,GGXWDN,Argentina,General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,ARG,GGXWDN_NGDP,Argentina,General government net debt,"Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.",Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,ARG,GGXWDG,Argentina,General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",National currency,Billions,"Source: Ministry of Economy and/or Planning Latest actual data: 2021 Notes: Government gross debt refers to the central government including untendered debt. Fiscal assumptions: Fiscal projections are based on the available information regarding budget outturn, budget plans, and IMF-supported program targets for the federal government; on fiscal measures announced by the authorities; and on IMF staff macroeconomic projections. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash. Central (National) government net lending/borrowing includes cash interest payments only. General government includes: Central Government; State Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares; Loans Primary domestic currency: Argentine peso Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,63.25,71.112,81.82,88.711,99.046,103.718,114.134,123.366,129.75,144.222,514.452,526.045,571.843,467.672,506.808,557.318,618.669,691.316,722.089,848.4,"1,066.67","1,456.38","2,046.71","3,129.85","4,365.88","6,079.30","12,569.41","19,368.04","28,248.09","37,457.22","69,811.05","125,575.65","197,779.85","295,541.38","413,219.19","554,648.96","722,661.62",2021
213,ARG,GGXWDG_NGDP,Argentina,General government gross debt,"Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).",Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.961,26.893,28.426,30.749,32.551,31.676,34.147,38.917,40.833,48.007,147.203,125.162,117.878,80.282,70.793,62.133,53.814,55.397,43.454,38.935,40.436,43.496,44.697,52.563,53.06,57.028,85.246,88.835,102.79,80.932,84.466,76.266,73.581,73.331,70.746,67.87,65.449,2021
213,ARG,NGDP_FY,Argentina,"Gross domestic product corresponding to fiscal year, current prices","Gross domestic product corresponding to fiscal year is the country's GDP based on the same period during the year as their fiscal data. In the case of countries whose fiscal data are based on a fiscal calendar (e.g., July to June), this series would be the country's GDP over that same period. For countries whose fiscal data are based on a calendar year (i.e., January to December), this series will be the same as their GDP in current prices.",National currency,Billions,"Source: Ministry of Economy and/or Planning Latest actual data: 2021 Notes: Government gross debt refers to the central government including untendered debt. Fiscal assumptions: Fiscal projections are based on the available information regarding budget outturn, budget plans, and IMF-supported program targets for the federal government; on fiscal measures announced by the authorities; and on IMF staff macroeconomic projections. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash. Central (National) government net lending/borrowing includes cash interest payments only. General government includes: Central Government; State Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares; Loans Primary domestic currency: Argentine peso Data last updated: 03/2023",--,--,--,--,0.001,0.006,0.011,0.026,0.124,3.628,77.06,202.256,253.395,264.429,287.835,288.497,304.282,327.436,334.244,316.998,317.759,300.421,349.486,420.292,485.115,582.538,715.904,896.98,"1,149.65","1,247.93","1,661.72","2,179.02","2,637.91","3,348.31","4,579.09","5,954.51","8,228.16","10,660.23","14,744.81","21,802.26","27,481.44","46,282.07","82,650.24","164,655.09","268,792.37","403,024.96","584,085.98","817,219.74","1,104,151.70",2021
213,ARG,BCA,Argentina,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,"Source: National Statistics Office Latest actual data: 2021 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Argentine peso Data last updated: 03/2023",-2.573,-5.721,-2.917,-2.436,-2.495,-0.952,-2.859,-4.235,-1.572,1.095,4.665,-0.429,-6.468,-8.043,-10.981,-5.104,-7.157,-12.288,-14.641,-12.094,-9.144,-3.952,8.621,7.972,2.966,4.929,6.499,6.046,5.424,7.251,-1.623,-5.341,-2.139,-13.125,-9.178,-17.623,-15.105,-31.149,-27.085,-3.521,3.093,6.735,-4.12,6.318,5.274,4.141,3.3,4.96,7.216,2021
213,ARG,BCA_NGDPD,Argentina,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.101,-3.014,-3.095,-2.095,-1.911,-0.966,-2.411,-3.484,-1.104,1.199,2.952,-0.202,-2.529,-3.042,-3.815,-1.769,-2.352,-3.753,-4.38,-3.815,-2.878,-1.316,7.666,5.597,1.798,2.473,2.791,2.1,1.492,2.167,-0.382,-1.012,-0.369,-2.146,-1.628,-2.743,-2.713,-4.838,-5.165,-0.779,0.795,1.384,-0.652,0.986,0.826,0.651,0.508,0.729,1.013,2021
193,AUS,NGDP_R,Australia,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2022. Data refer to calendar years National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes. Annual CY data are reconstructed from quarterly data Start/end months of reporting year: January/December Base year: 2020. The base period is 2020Q1-2020Q4 Chain-weighted: Yes, from before 1980. Annually-reweighted Primary domestic currency: Australian dollar Data last updated: 03/2023",623.753,649.496,649.904,646.826,687.874,725.407,743.165,779.526,812.681,850.415,863.236,854.613,876.769,911.235,955.428,983.663,"1,023.25","1,070.56","1,120.34","1,169.14","1,205.29","1,237.29","1,288.82","1,327.73","1,382.32","1,423.77","1,461.02","1,524.94","1,563.70","1,594.18","1,632.68","1,677.79","1,741.01","1,779.37","1,824.91","1,866.58","1,916.81","1,962.48","2,017.73","2,056.95","2,019.64","2,124.58","2,202.36","2,237.51","2,275.49","2,323.08","2,373.96","2,428.15","2,483.63",2022
193,AUS,NGDP_RPCH,Australia,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.894,4.127,0.063,-0.474,6.346,5.456,2.448,4.893,4.253,4.643,1.508,-0.999,2.593,3.931,4.85,2.955,4.024,4.624,4.65,4.355,3.092,2.655,4.164,3.019,4.112,2.998,2.616,4.375,2.542,1.949,2.415,2.763,3.768,2.203,2.56,2.283,2.691,2.383,2.815,1.943,-1.814,5.196,3.661,1.596,1.698,2.091,2.19,2.283,2.285,2022
193,AUS,NGDP,Australia,"Gross domestic product, current prices","Expressed in billions of national currency units. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2022. Data refer to calendar years National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes. Annual CY data are reconstructed from quarterly data Start/end months of reporting year: January/December Base year: 2020. The base period is 2020Q1-2020Q4 Chain-weighted: Yes, from before 1980. Annually-reweighted Primary domestic currency: Australian dollar Data last updated: 03/2023",143.005,163.965,183.887,198.932,224.17,248.885,270.561,304.115,345.802,389.19,414.882,416.484,432.618,454.585,482.973,511.224,542.431,573.105,605.956,638.011,686.881,729.845,781.952,830.045,894.095,963.471,"1,039.09","1,132.33","1,235.28","1,264.75","1,364.33","1,467.80","1,515.19","1,568.55","1,613.61","1,638.43","1,698.54","1,801.87","1,894.07","1,991.96","1,970.80","2,189.99","2,448.92","2,463.19","2,501.09","2,619.32","2,742.58","2,876.70","3,016.55",2022
193,AUS,NGDPD,Australia,"Gross domestic product, current prices","Values are based upon GDP in national currency converted to U.S. dollars using market exchange rates (yearly average). Exchange rate projections are provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",162.956,188.447,187.086,179.513,197.174,174.418,181.513,213.141,271.141,308.362,324.085,324.471,318.093,309.308,353.374,379.071,424.689,426.424,381.387,411.727,399.96,377.78,425.288,541.063,658.572,735.94,782.797,949.526,"1,056.49","1,000.80","1,254.50","1,515.08","1,569.43","1,519.02","1,456.60","1,233.10","1,263.52","1,381.62","1,417.03","1,385.26","1,360.69","1,646.39","1,701.89","1,707.55","1,720.12","1,787.45","1,854.39","1,929.68","2,005.40",2022
193,AUS,PPPGDP,Australia,"Gross domestic product, current prices","These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.   For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",155.417,177.141,188.205,194.649,214.472,233.326,243.851,262.109,282.893,307.636,323.961,331.572,347.92,370.167,396.409,416.681,441.386,469.758,497.134,526.096,554.652,582.207,615.904,647.022,691.709,734.79,777.282,833.213,870.778,893.441,926.014,971.373,983.814,"1,083.91","1,110.93","1,111.49","1,171.52","1,229.25","1,294.25","1,343.07","1,335.92","1,468.46","1,628.86","1,718.10","1,785.97","1,857.96","1,934.02","2,014.11","2,098.96",2022
193,AUS,NGDP_D,Australia,"Gross domestic product, deflator",The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation. Data are expressed in the base year of each country's national accounts.,Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",22.927,25.245,28.295,30.755,32.589,34.31,36.407,39.013,42.551,45.765,48.061,48.734,49.342,49.887,50.55,51.971,53.011,53.533,54.087,54.571,56.989,58.987,60.672,62.516,64.681,67.671,71.121,74.254,78.997,79.335,83.564,87.484,87.029,88.152,88.421,87.777,88.613,91.816,93.871,96.841,97.582,103.079,111.195,110.087,109.914,112.752,115.528,118.473,121.457,2022
193,AUS,NGDPRPC,Australia,"Gross domestic product per capita, constant prices",GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","42,140.51","43,186.98","42,508.25","41,775.21","43,877.10","45,621.44","46,048.46","47,547.59","48,701.21","50,211.31","50,276.51","49,175.09","49,938.05","51,426.74","53,395.46","54,287.19","55,823.33","57,836.83","59,893.18","61,796.19","62,968.74","63,822.38","65,737.62","66,965.03","68,957.34","70,096.35","70,828.44","72,560.35","72,812.83","72,908.14","73,635.37","74,495.00","75,933.63","76,374.97","77,194.90","77,824.08","78,603.07","79,255.46","80,226.22","80,579.75","78,773.37","82,454.91","84,795.22","85,126.79","85,461.03","86,170.94","87,014.20","88,398.49","89,346.14",2021
193,AUS,NGDPRPPPPC,Australia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","26,395.86","27,051.34","26,626.20","26,167.04","27,483.61","28,576.23","28,843.70","29,782.73","30,505.32","31,451.22","31,492.06","30,802.16","31,280.06","32,212.54","33,445.70","34,004.26","34,966.46","36,227.67","37,515.72","38,707.72","39,442.19","39,976.88","41,176.55","41,945.37","43,193.30","43,906.75","44,365.32","45,450.15","45,608.30","45,668.00","46,123.52","46,661.97","47,563.09","47,839.54","48,353.13","48,747.23","49,235.17","49,643.81","50,251.87","50,473.32","49,341.84","51,647.87","53,113.79","53,321.48","53,530.84","53,975.51","54,503.71","55,370.80","55,964.38",2021
193,AUS,NGDPPC,Australia,"Gross domestic product per capita, current prices",GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.,National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,661.35","10,902.51","12,027.51","12,848.04","14,299.06","15,652.59","16,764.68","18,549.67","20,722.74","22,979.06","24,163.52","23,964.81","24,640.58","25,655.10","26,991.63","28,213.84","29,592.40","30,961.91","32,394.33","33,722.92","35,885.26","37,647.15","39,884.44","41,864.05","44,602.16","47,434.65","50,373.76","53,879.07","57,519.86","57,841.89","61,532.44","65,171.04","66,084.50","67,326.08","68,256.74","68,311.72","69,652.40","72,769.09","75,309.30","78,034.03","76,868.47","84,993.43","94,288.25","93,713.11","93,933.56","97,159.79","100,525.38","104,728.06","108,517.35",2021
193,AUS,NGDPDPC,Australia,"Gross domestic product per capita, current prices",GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.,U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,009.24","12,530.40","12,236.71","11,593.82","12,577.07","10,969.32","11,246.99","13,000.66","16,248.55","18,206.71","18,875.31","18,670.33","18,117.59","17,456.21","19,748.80","20,920.47","23,168.96","23,037.51","20,388.91","21,762.40","20,895.40","19,486.80","21,692.33","27,288.99","32,853.01","36,232.61","37,949.10","45,180.86","49,194.71","45,770.50","56,579.03","67,270.36","68,450.31","65,200.37","61,615.05","51,412.25","51,813.64","55,797.38","56,341.94","54,266.75","53,071.72","63,896.30","65,526.12","64,964.28","64,602.67","66,302.83","67,970.20","70,251.20","72,142.30",2021
193,AUS,PPPPC,Australia,"Gross domestic product per capita, current prices","Expressed in GDP in PPP dollars per person. Data are derived by dividing GDP in PPP dollars by total population. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,499.89","11,778.67","12,309.92","12,571.39","13,680.46","14,674.09","15,109.67","15,987.47","16,952.80","18,163.87","18,868.09","19,078.90","19,816.45","20,890.84","22,153.90","22,996.16","24,079.86","25,378.58","26,576.71","27,807.52","28,977.11","30,031.63","31,414.95","32,633.13","34,506.07","36,176.00","37,681.75","39,646.38","40,547.26","40,860.55","41,764.15","43,129.59","42,908.80","46,524.09","46,992.94","46,341.97","48,041.07","49,643.81","51,460.04","52,613.85","52,105.63","56,990.72","62,714.19","65,365.64","67,075.88","68,918.20","70,888.83","73,325.15","75,508.05",2021
193,AUS,NGAP_NPGDP,Australia,Output gap in percent of potential GDP,"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, IMF Estimates of Potential Output: Theory and Practice, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46.",Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",1.85,3.354,0.972,-2.17,0.044,1.382,0.796,1.681,1.885,4.524,3.438,-0.117,-0.356,0.534,-0.89,-1.219,-0.915,-0.178,0.597,1.124,0.591,-0.335,0.199,-0.191,0.507,0.303,-0.199,0.884,0.423,-0.589,-0.996,-1.136,-0.445,-0.927,-1.081,-1.482,-1.104,-1.029,-0.662,-1.014,-4.025,-0.53,1.189,0.788,0.389,n/a,n/a,n/a,n/a,2022
193,AUS,PPPSH,Australia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Expressed in percent of world GDP in PPP dollars. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",Percent,,"See notes for:  Gross domestic product, current prices (National currency).",1.157,1.184,1.181,1.147,1.169,1.19,1.178,1.191,1.188,1.199,1.17,1.131,1.045,1.066,1.085,1.078,1.08,1.086,1.107,1.116,1.098,1.101,1.115,1.104,1.092,1.074,1.047,1.036,1.032,1.056,1.027,1.015,0.976,1.025,1.013,0.993,1.008,1.004,0.997,0.989,1.002,0.993,0.996,0.985,0.972,0.963,0.954,0.947,0.94,2022
193,AUS,PPPEX,Australia,Implied PPP conversion rate,"Expressed in national currency per current international dollar. These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box 1.1 in the October 2020 World Economic Outlook, ""Revised Purchasing Power Parity Weights"" in the July 2014 WEO Update, Box A2 in the April 2004 World Economic Outlook, Box A1 in the May 2000 World Economic Outlook, and Annex IV in the May 1993 World Economic Outlook for summaries of the revised PPP-based weights; and Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth. See also Anne Marie Gulde and Marianne Schulze-Ghattas, Purchasing Power Parity Based Weights for the World Economic Outlook, in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23.",National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.92,0.926,0.977,1.022,1.045,1.067,1.11,1.16,1.222,1.265,1.281,1.256,1.243,1.228,1.218,1.227,1.229,1.22,1.219,1.213,1.238,1.254,1.27,1.283,1.293,1.311,1.337,1.359,1.419,1.416,1.473,1.511,1.54,1.447,1.452,1.474,1.45,1.466,1.463,1.483,1.475,1.491,1.503,1.434,1.4,1.41,1.418,1.428,1.437,2022
193,AUS,NID_NGDP,Australia,Total investment,Expressed as a ratio of total investment in current local currency and GDP in current local currency. Investment or gross capital formation is measured by the total value of the gross fixed capital formation and changes in inventories and acquisitions less disposals of valuables for a unit or sector. [SNA 1993],Percent of GDP,,"Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2022. Data refer to calendar years National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes. Annual CY data are reconstructed from quarterly data Start/end months of reporting year: January/December Base year: 2020. The base period is 2020Q1-2020Q4 Chain-weighted: Yes, from before 1980. Annually-reweighted Primary domestic currency: Australian dollar Data last updated: 03/2023",27.136,28.893,26.499,23.059,26.731,27.24,25.553,26.39,28.833,30.155,26.398,22.756,22.717,23.918,25.882,25.204,24.78,24.751,26.302,26.308,24.968,23.478,25.231,26.754,27.222,27.852,27.105,28.218,28.331,26.933,26.306,26.847,28.458,27.099,26.447,25.908,24.677,24.294,24.211,22.587,22.245,23.09,23.272,23.236,23.875,23.928,24.061,24.191,24.343,2022
193,AUS,NGSD_NGDP,Australia,Gross national savings,"Expressed as a ratio of gross national savings in current local currency and GDP in current local currency. Gross national saving is gross disposable income less final consumption expenditure after taking account of an adjustment for pension funds. [SNA 1993] For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment.",Percent of GDP,,"Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2022. Data refer to calendar years National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes. Annual CY data are reconstructed from quarterly data Start/end months of reporting year: January/December Base year: 2020. The base period is 2020Q1-2020Q4 Chain-weighted: Yes, from before 1980. Annually-reweighted Primary domestic currency: Australian dollar Data last updated: 03/2023",21.733,20.877,18.763,16.946,20.14,18.338,17.616,20.178,25.251,25.372,22.985,18.347,19.255,21.098,21.606,20.598,21.427,21.76,21.538,20.564,21.23,21.159,21.483,21.467,21.015,21.721,21.151,21.275,24.008,22.183,23.054,23.847,23.807,23.827,23.278,21.665,20.905,22.028,21.979,23.075,24.512,26.236,24.802,24.621,24.118,23.703,23.755,23.801,23.898,2022
193,AUS,PCPI,Australia,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,,Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2022. Data refer to calendar years Harmonized prices: No Base year: 2011. The base period is 2011Q3-2012Q2 Primary domestic currency: Australian dollar Data last updated: 03/2023,26.35,28.85,32.125,35.35,36.75,39.225,42.775,46.425,49.8,53.575,57.45,59.35,59.925,60.975,62.15,65.025,66.75,66.9,67.475,68.425,71.475,74.625,76.9,79,80.85,83,85.95,87.975,91.8,93.425,96.1,99.325,101,103.475,106.075,107.65,109.025,111.2,113.35,115.15,116.15,119.425,127.325,134.135,138.425,142.624,146.458,150.379,154.249,2022
193,AUS,PCPIPCH,Australia,"Inflation, average consumer prices",Annual percentages of average consumer prices are year-on-year changes.,Percent change,,"See notes for:  Inflation, average consumer prices (Index).",10.136,9.488,11.352,10.039,3.96,6.735,9.05,8.533,7.27,7.58,7.233,3.307,0.969,1.752,1.927,4.626,2.653,0.225,0.859,1.408,4.457,4.407,3.049,2.731,2.342,2.659,3.554,2.356,4.348,1.77,2.863,3.356,1.686,2.45,2.513,1.485,1.277,1.995,1.933,1.588,0.868,2.82,6.615,5.348,3.198,3.033,2.688,2.677,2.574,2022
193,AUS,PCPIE,Australia,"Inflation, end of period consumer prices","Expressed in end of the period, not annual average data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.",Index,,Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2022. Data refer to calendar years Harmonized prices: No Base year: 2011. The base period is 2011Q3-2012Q2 Primary domestic currency: Australian dollar Data last updated: 03/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,51.2,55.2,59,59.9,60.1,61.2,62.9,66,67.1,66.9,67.9,69.1,73.1,75.4,77.7,79.6,81.7,83.9,86.7,89.3,92.6,94.5,97,99.9,102,104.7,106.5,108.3,109.8,112.1,114,116.1,117.1,121.3,130.8,135.976,140.032,144.137,147.774,148.809,149.851,2022
